Title,Address,City,Face,Posted,Price,Bedroom,Bathroom,Floors,Parking,House Age,Amenities Count,Build Area (Aana),Price per Bedroom
"Office Space For Rent At Imadol Prime Area : Flat For Rent In Mahalaxmi Nagarpalika, Lalitpur","Imadol Mahalaxmi 1, Mahalaxmi Nagarpalika, Lalitpur",Lalitpur,East,1 month ago,35000,0,0,5.0,2,12.0,10,4.0,35000.0
"Rudreswor 4 Ropani , Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,North East,1 month ago,4000000,0,0,3.0,0,0.0,0,4.0,4000000.0
"Budhanilkantha 21 Ana Bungalow On Rent : House For Rent In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,South East,1 month ago,250000,6,7,3.0,6,0.0,19,4.0,41666.666666666664
"Ranibari 4 Land : Land For Sale In Ranibari, Kathmandu","Na, Ranibari, Kathmandu",Kathmandu,East,1 month ago,5700000,0,0,3.0,0,0.0,0,4.0,5700000.0
"Golfutar Hepali Pipalbot : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,South West,1 month ago,3000000,0,0,3.0,0,0.0,0,4.0,3000000.0
"Commercial Space For Rent : Office Space For Rent In Sorakhutte, Kathmandu","Nearby NCC Bank , Link Road, Sorakhutte, Kathmandu",Kathmandu,North,1 month ago,60000,0,2,4.5,5,0.0,3,4.0,60000.0
"12 Aana Land For Sale At Lazimpat : Land For Sale In Lazimpat, Kathmandu","Lazimpat Kathmandu, Lazimpat, Kathmandu",Kathmandu,South,1 month ago,5500000,0,0,3.0,0,0.0,0,4.0,5500000.0
"7 Aana Commercial Land For Sale At Anamnagar : Land For Sale In Anamnagar, Kathmandu","Dhobikhola Corridor, Anamnagar, Kathmandu",Kathmandu,East,1 month ago,7000000,0,0,3.0,0,0.0,0,4.0,7000000.0
"Flat For Rent In Imadol, Lalitpur","Sitapakha, Imadol, Lalitpur",Lalitpur,West,1 month ago,25000,2,2,3.0,1,0.0,10,4.0,12500.0
"Office For Rent At New Baneshwor : Flat For Rent In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,East,1 month ago,30000,0,0,2.0,4,0.0,1,4.0,30000.0
"Flat For Rent In Zero Km, Pokhara","Zero km pokhara, Zero Km, Pokhara",Pokhara,North East,1 month ago,18000,1,1,3.0,1,0.0,2,4.0,18000.0
"Urgent Land Sale : Land For Sale In Chitapol, Bhaktapur","Nearby Kathmandu Fun Valley, Chitapol, Bhaktapur",Bhaktapur,South,1 month ago,550000,0,0,3.0,0,0.0,0,4.0,550000.0
"Apartment Rent In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,North East,1 month ago,115000,0,0,3.0,0,0.0,0,4.0,115000.0
"Apartment Sale In Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,North East,1 month ago,35000000,0,0,3.0,0,0.0,0,4.0,35000000.0
"Land Sale In Kirtipur : Land For Sale In Kirtipur, Kathmandu","kirtipur, Kirtipur, Kathmandu",Kathmandu,South East,1 month ago,1900000,0,0,3.0,0,0.0,0,4.0,1900000.0
"Villa On Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","maharajgunj, Maharajgunj, Kathmandu",Kathmandu,East,1 month ago,600000,5,4,3.0,11,0.0,6,4.0,120000.0
"Sasto Jaggha : Land For Sale In Bhangal, Kathmandu","Santinagar, Bhangal, Kathmandu",Kathmandu,North,1 month ago,3000000,0,0,3.0,0,0.0,0,4.0,3000000.0
"3 Biga 5 Khatra 12 Dur : Land For Sale In Birendranagar, Chitwan","Birendranagar, Birendranagar, Chitwan",Chitwan,East,1 month ago,180000000,0,0,3.0,0,0.0,0,4.0,180000000.0
"Furnished Apartment Flat Near Japanese Embassy : Apartment For Sale In Panipokhari, Kathmandu","panipokhari, Panipokhari, Kathmandu",Kathmandu,South,1 month ago,23000000,3,3,3.0,1,0.0,14,4.0,7666666.666666667
"Fully-Furnished 3BHK At Grande Tower : Apartment For Rent In Tokha, Kathmandu","Grande Tower, Tokha, Kathmandu",Kathmandu,North,1 month ago,80000,3,2,4.0,1,0.0,17,4.0,26666.666666666668
"Beautiful Land Is In Sale 13 Dhur Dhur : Land For Sale In Dharan, Dharan","dharan-8, Dharan, Dharan",Dharan,East,1 month ago,700000,0,0,3.0,0,0.0,0,4.0,700000.0
"Flat For Rent In Jhamsikhel, Lalitpur","jhamsihel (near British school), Jhamsikhel, Lalitpur",Lalitpur,East,1 month ago,35000,2,2,3.0,2,0.0,5,4.0,17500.0
"Full Furnished Office On Sale : Office Space For Sale In Thapathali, Kathmandu","Patangri marg, height, Thapathali, Kathmandu",Kathmandu,East,1 month ago,290000,0,1,1.0,1,0.0,5,4.0,290000.0
"Bansbari - House For Rent : House For Rent In Basbari, Kathmandu","Bansbari, Basbari, Kathmandu",Kathmandu,South,1 month ago,150000,3,4,3.0,2,0.0,9,4.0,50000.0
"Commercial Land Sale In Sano Gaucharan : Land For Sale In Sano Gaucharan, Kathmandu","Sano gaucharan, Sano Gaucharan, Kathmandu",Kathmandu,North,1 month ago,11000000,0,0,3.0,0,0.0,0,4.0,11000000.0
"Godown Space Rent In Kushlechaur : Business For Rent In Chhauni, Kathmandu","Kushlechaur, Chhauni, Kathmandu",Kathmandu,North,1 month ago,55000,0,0,3.0,0,0.0,0,4.0,55000.0
"Flat For Rent In Gaushala, Kathmandu","Gaushala, Gaushala, Kathmandu",Kathmandu,West,1 month ago,55000,0,0,3.0,0,0.0,0,4.0,55000.0
"Commerial Land Sale In Nayabazar : Land For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,South,1 month ago,11000000,0,0,3.0,0,0.0,0,4.0,11000000.0
"Rental @ Bharatpur : Flat For Rent In Bharatpur, Chitwan","Bhintuna road, Bharatpur, Chitwan",Chitwan,South,1 month ago,20000,0,0,3.0,0,0.0,0,4.0,20000.0
"Flat For Rental : Flat For Rent In Jorpati, Kathmandu","Narayantar shivachowk-JORPATI, Jorpati, Kathmandu",Kathmandu,East,1 month ago,20000,1,1,3.0,1,0.0,0,4.0,20000.0
"Hattiban Town Planing : Land For Sale In Hattiban, Lalitpur","Velpa Hattiban, Hattiban, Lalitpur",Lalitpur,East,1 month ago,3500000,0,0,3.0,0,0.0,0,4.0,3500000.0
"Brand New Apartment For Sale At Janta Awash Bhaisepati : Flat For Sale In Bhaisepati, Lalitpur","Janta Awash Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,East,1 month ago,16500000,3,2,5.0,1,0.0,14,4.0,5500000.0
"House For Rent At Hattiban : House For Rent In Hattiban, Lalitpur","hattiban, Hattiban, Lalitpur",Lalitpur,East,1 month ago,60000,4,3,3.0,2,0.0,5,4.0,15000.0
"House For Rent At Sallaghari : House For Rent In Sallaghari, Bhaktapur","sallaghari, Sallaghari, Bhaktapur",Bhaktapur,East,1 month ago,70000,4,3,3.0,2,0.0,6,4.0,17500.0
"House For Rent Near Manbhawan : House For Rent In Kumaripati, Lalitpur","manbhawan, Kumaripati, Lalitpur",Lalitpur,East,1 month ago,120000,5,4,3.0,4,0.0,0,4.0,24000.0
"Super Commercial Land For Sale At Mid Baneshwor Main Road : Land For Sale In Mid Baneshwor, Kathmandu","Mid Baneshwor Main Road, Mid Baneshwor, Kathmandu",Kathmandu,East,1 month ago,10000000,0,0,3.0,0,0.0,0,4.0,10000000.0
"Land For Sale : Land For Sale In Kapan, Kathmandu","In-between kharibot and Paiyatar, Kapan, Kathmandu",Kathmandu,East,1 month ago,3500000,0,0,3.0,0,0.0,0,4.0,3500000.0
"Land On Sale @ Manamaiju : Land For Sale In Manamaiju, Kathmandu","Manamaiju, Nasal Chowk, Near mansingh school, Manamaiju, Kathmandu",Kathmandu,South East,1 month ago,2400000,0,0,3.0,0,0.0,0,4.0,2400000.0
"Land For Sale In Bode, Bhaktapur","Nilbarahi Bode, Bhaktapur, Bode, Bhaktapur",Bhaktapur,East,1 month ago,2200000,0,0,3.0,0,0.0,0,4.0,2200000.0
"House On Rent At Maharajgunj : House For Rent In Maharajgunj, Kathmandu","House No: 496, Dhara Marg, Ward No: 4, Maharajgunj, Kathmandu",Kathmandu,East,1 month ago,275000,0,0,2.0,0,0.0,3,4.0,275000.0
"Land For Sale In Imadol, Lalitpur","Boje Pokhari, Imadol, Lalitpur",Lalitpur,East,1 month ago,3000000,0,0,3.0,0,0.0,4,4.0,3000000.0
"Commercial Building Booking Open : Office Space For Rent In Dhapasi, Kathmandu","Nearby Deurali Janata Pharmaceutical, Dhapasi, Kathmandu",Kathmandu,East,1 month ago,70000,0,0,4.0,1,0.0,8,4.0,70000.0
"Fancy Shop Sale In Nayabazar : Business For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,South West,1 month ago,3500000,0,0,3.0,0,0.0,0,4.0,3500000.0
"Fancy Shop Sale In Shankhamul : Business For Sale In Sankhamul, Kathmandu","Shankhamul, Sankhamul, Kathmandu",Kathmandu,North West,1 month ago,760000,0,0,3.0,0,0.0,0,4.0,760000.0
"Land Sale In Nayabazar : Land For Sale In Naya Bazar, Kathmandu","Nayabazar, Naya Bazar, Kathmandu",Kathmandu,South East,1 month ago,7000000,0,0,3.0,0,0.0,0,4.0,7000000.0
"Land For Sale In Ramkot, Kathmandu","Taukhel, Ramkot, Kathmandu",Kathmandu,South West,1 month ago,2500000,0,0,3.0,0,0.0,0,4.0,2500000.0
"Land Sale In Bijeshori : Land For Sale In Swayambhu, Kathmandu","Bijeshori, Swayambhu, Kathmandu",Kathmandu,North,1 month ago,6000000,0,0,3.0,0,0.0,0,4.0,6000000.0
"House For Sale In Samakhusi Inside Ring Road In High End Colony : Flat For Sale In Samakhusi, Kathmandu","Samakhusi Inside Ring Road, Samakhusi, Kathmandu",Kathmandu,East,1 month ago,24500000,0,3,2.0,1,0.0,18,4.0,24500000.0
"Land Sale In Narayanthan : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,West,1 month ago,2850000,0,0,3.0,0,0.0,0,4.0,2850000.0
"Land Sale In Taukhel : Land For Sale In Nagarjun, Kathmandu","Taukhel, Nagarjun, Kathmandu",Kathmandu,South East,1 month ago,2500000,0,0,3.0,0,0.0,0,4.0,2500000.0
"Land Rent In Bohoratar : Land For Rent In Manamaiju, Kathmandu","Bohoratar, Manamaiju, Kathmandu",Kathmandu,West,1 month ago,40000,0,0,3.0,0,0.0,0,4.0,40000.0
"House For Rent : House For Rent In Lekhnath, Pokhara","Baral danda Marga, Lekhnath, Pokhara",Pokhara,East,1 month ago,30000,3,2,2.0,3,15.0,7,4.0,10000.0
"Land Sale In Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Narayanthan, Budhanilkantha, Kathmandu",Kathmandu,North,1 month ago,2600000,0,0,3.0,0,0.0,0,4.0,2600000.0
"House On Sell @Tarkeshwar-09, Manamaiju, Basukinagtole : Flat For Sale In Manamaiju, Kathmandu","Basukinagtole, Manamaiju, Kathmandu, Manamaiju, Kathmandu",Kathmandu,West,1 month ago,17000000,5,3,3.0,1,0.0,9,2.0,3400000.0
"Flat For Rent In Pokhara : Flat For Rent In Raam Bazar, Pokhara","Syani Patan, Sunaulo Marg, Pokhara-15, Raam Bazar, Pokhara",Pokhara,East,1 month ago,15000,2,1,3.0,1,0.0,1,4.0,7500.0
"Land Sale In Raniban : Land For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,South East,1 month ago,2850000,0,0,3.0,0,0.0,0,4.0,2850000.0
"Land Sale In Thulobharyang : Land For Sale In Thulo Bharyang, Kathmandu","Thulobharyang, Thulo Bharyang, Kathmandu",Kathmandu,South East,1 month ago,4000000,0,0,3.0,0,0.0,0,4.0,4000000.0
"10 Dhur, Land Sale At Dharan, Panbari : Land For Sale In Tarahara, Sunsari","Dharan, Sunsari, Tarahara, Sunsari",Sunsari,East,1 month ago,250000,0,0,3.0,0,0.0,0,4.0,250000.0
"Commercial Land : Land For Sale In Hattisar, Kathmandu","Opposite of Siddartha Bank, Hattisar, Kathmandu",Kathmandu,East,1 month ago,15000000,0,0,3.0,1,0.0,0,4.0,15000000.0
"13 Dhur, Land Sale At Dharan, Panbari : Land For Sale In Tarahara, Sunsari","Dharan, Sunsari, Tarahara, Sunsari",Sunsari,East,1 month ago,235000,0,0,3.0,0,0.0,0,4.0,235000.0
"HOUSE ON RENT AT SITAPAILA/RAMKOT AROUND CIVIL HOME HOUSING : House For Rent In Sitapaila, Kathmandu","Ramkot, Sitapaila, Kathmandu",Kathmandu,South East,2 months ago,40000,4,3,3.0,1,5.0,8,4.0,10000.0
"Land For Sale In Chabahil, Kathmandu","chuchchepati, Chabahil, Kathmandu",Kathmandu,South East,2 months ago,5500000,0,0,3.0,0,0.0,0,4.0,5500000.0
"Bungalow On Rent At Basbari : House For Rent In Basbari, Kathmandu","Basbari, Basbari, Kathmandu",Kathmandu,East,2 months ago,200000,6,4,3.0,2,0.0,0,4.0,33333.333333333336
"Land Is Very Suitable For Residental Purpose : Land For Sale In Swayambhu, Kathmandu","Ichangu, Swayambhu, Kathmandu",Kathmandu,East,2 months ago,1150000,0,0,3.0,0,0.0,0,4.0,1150000.0
"Flats And Room On Rent : Flat For Rent In Baghbazaar, Kathmandu","Siddhartha marga, Baghbazaar, Kathmandu",Kathmandu,East,2 months ago,30000,6,2,3.0,2,11.0,0,4.0,5000.0
"Office Space For Rent At Soaltee Mood : Office Space For Rent In Soltimode, Kathmandu","Soaltee mode, Soltimode, Kathmandu",Kathmandu,East,2 months ago,40000,3,2,3.0,1,0.0,0,4.0,13333.333333333334
"Villa On Rent At Budhanilkantha : House For Rent In Budhanilkantha, Kathmandu","budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,East,2 months ago,200000,5,4,3.0,4,0.0,1,4.0,40000.0
"Lands Suitable For All Purposes : Land For Sale In Thaha Nagarpalika, Makwanpur","Thaha muncipility, Thaha Nagarpalika, Makwanpur",Makwanpur,North West,2 months ago,300000,0,0,3.0,0,0.0,0,4.0,300000.0
"Land For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu",Kathmandu,East,2 months ago,4200000,0,0,3.0,0,0.0,0,4.0,4200000.0
"Business For Sale In Patan, Lalitpur","Patan, Patan, Lalitpur",Lalitpur,East,2 months ago,3500000,0,0,3.0,0,0.0,0,4.0,3500000.0
"Apartment For Sale In Jhamsikhel, Lalitpur","Jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,North,2 months ago,11900000,2,1,3.0,0,0.0,3,4.0,5950000.0
"House For Sale In Pasikot, Kathmandu","pasikot, Pasikot, Kathmandu",Kathmandu,South East,2 months ago,28500000,6,6,3.0,1,0.0,0,4.0,4750000.0
"House Sale In TIkathali : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,South West,2 months ago,21500000,0,0,3.0,1,0.0,1,4.0,21500000.0
"Flat For Rent In Dhumbarahi, Kathmandu","Dhumbarahi,Pragati tol, Dhumbarahi, Kathmandu",Kathmandu,West,2 months ago,20000,2,1,3.0,0,0.0,0,4.0,10000.0
"Land For Sale At Kapan Paiyatar : Land For Sale In Kapan, Kathmandu","Paiyatar, Kapan, Kapan, Kathmandu",Kathmandu,East,2 months ago,3000000,0,0,3.0,0,0.0,0,4.0,3000000.0
"Godawari_Badikhel Pitched Road Touching House For Sell_ 5 Anna Land : House For Sale In Godawari, Lalitpur","Badikhel (Godawari), Godawari, Lalitpur",Lalitpur,West,2 months ago,12500000,3,1,2.0,1,0.0,4,4.0,4166666.6666666665
"Commercial House On Sale At Bafal : House For Sale In Bafal, Kathmandu","soltee dobato, Bafal, Kathmandu",Kathmandu,East,2 months ago,32500000,11,0,3.0,1,0.0,0,4.0,2954545.4545454546
"House For Sale In Imadol, Lalitpur","Bojepokhari, Panii Tyanki, Imadol, Lalitpur",Lalitpur,North West,2 months ago,22000000,5,3,2.5,1,0.0,6,4.0,4400000.0
"New Beautiful House Is On Sale At Gaidakot, Nawalpur : House For Sale In Gaidakot, Nawalpur","Congress chowk, Gaidakot, Nawalpur",Nawalpur,East,2 months ago,11000000,3,4,3.0,1,7.0,3,4.0,3666666.6666666665
"Beautiful House Is On Sale At Tarkeshwor, Kathmndu : House For Sale In Tarkeshwor, Kathmandu","Tarkeshwor, Tarkeshwor, Kathmandu",Kathmandu,South,2 months ago,17000000,0,2,3.0,1,8.0,1,4.0,17000000.0
"4 Aana 1 Paisa Land : Land For Sale In Sallaghari, Bhaktapur","Katunje, Sallaghari, Bhaktapur",Bhaktapur,West,2 months ago,3000000,0,0,3.0,0,0.0,2,4.0,3000000.0
"1.5 Storey House : House For Sale In Tikathali, Lalitpur","nearby Panityanki, Tikathali, Lalitpur",Lalitpur,West,2 months ago,11000000,2,1,1.5,2,0.0,4,4.0,5500000.0
"लुभु लामाटार बुढाथोकी टोलमा ५ आना सस्तो जग्गा तु. बिक्रिमा : Land For Sale In Lubhu, Lalitpur","Lubhu Lamatar, Lubhu, Lalitpur",Lalitpur,East,2 months ago,900000,0,0,3.0,0,0.0,0,4.0,900000.0
"Highly Commercial Land For Sale At Maitidevi Main Road : Land For Sale In Maitidevi, Kathmandu","Maitidevi Main Road, Maitidevi, Kathmandu",Kathmandu,East,2 months ago,15000000,0,0,3.0,0,0.0,0,4.0,15000000.0
"1.5 Storey House : House For Sale In Imadol, Lalitpur","Nearby Buddha party palace, Imadol, Lalitpur",Lalitpur,North East,2 months ago,13000000,4,2,1.5,1,0.0,4,4.0,3250000.0
"Commercial House Sale At Satungal Near By APF Hospital ,घर वा जमिनको साथ साटासाट गर्न सकिन्छ : House For Sale In Satungal, Kathmandu","satungal,kathmandu, Satungal, Kathmandu",Kathmandu,East,2 months ago,42500000,28,0,5.0,0,0.0,5,4.0,1517857.142857143
"Attractive Land For Sale At Shankharapur , Kathmandu : Land For Sale In Gokarneshwor, Kathmandu","Shankharapur, Gokarneshwor, Kathmandu",Kathmandu,North,2 months ago,1300000,0,0,3.0,0,0.0,0,4.0,1300000.0
"Land For Sale In Machhegaun, Kirtipur","Chandragiri nagarpalika -9, Machhegaun, Kirtipur",Kirtipur,East,2 months ago,1800000,0,0,3.0,0,0.0,0,4.0,1800000.0
"House On Rent At Pulchowk : House For Rent In Pulchowk, Lalitpur","pulchowk, Pulchowk, Lalitpur",Lalitpur,East,2 months ago,300000,8,5,3.0,7,0.0,2,4.0,37500.0
"Commercial LAnd : Land For Sale In Balkhu, Kathmandu","kalanki, Balkhu, Kathmandu",Kathmandu,East,2 months ago,10500000,0,0,3.0,0,0.0,0,4.0,10500000.0
"Naksal Apartment : Apartment For Sale In Hattisar, Kathmandu","Na, Hattisar, Kathmandu",Kathmandu,South,2 months ago,50000000,3,3,3.0,2,0.0,1,4.0,16666666.666666666
"House Sale At Pokhara Buspark, Chitwan : House For Sale In Bharatpur, Chitwan","Naranghat, Bharatpur, Chitwan",Chitwan,South,2 months ago,10500000,4,2,3.0,1,16.0,3,4.0,2625000.0
"New Residental House For Sale Near Grande Hospital : House For Sale In Tokha, Kathmandu","tokha road , saraswoti 3, Tokha, Kathmandu",Kathmandu,North,2 months ago,30000000,6,5,3.0,2,6.0,6,4.0,5000000.0
"Banglow For Sale : House For Sale In Bhaisepati, Lalitpur","Bhaisepati, Bhaisepati, Lalitpur",Lalitpur,South,2 months ago,31500000,4,4,3.0,1,13.0,7,4.0,7875000.0
"House For Sale : House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,South East,2 months ago,18000000,3,3,3.0,1,0.0,8,4.0,6000000.0
"Land For Sale In Bhandara, Chitwan","Rapti Nagar, Bhandara, Chitwan",Chitwan,East,2 months ago,50000000,0,0,0.0,0,0.0,0,4.0,50000000.0
"Fabulous Bungalow , Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,South West,2 months ago,57500000,4,5,3.0,1,0.0,11,4.0,14375000.0
"House For Sale At Lampokhari, Chabahil Main Road : House For Sale In Chabahil, Kathmandu","Lampokhari, Chabahil Main Road., Chabahil, Kathmandu",Kathmandu,East,2 months ago,30000000,0,3,3.0,1,0.0,13,4.0,30000000.0
"House For Rent In Prime Location (Near Satdobato, In Front Of Ring Road) : House For Rent In Mahalaxmisthan, Lalitpur","Talchhikhel, Satdobato, Mahalaxmisthan, Lalitpur",Lalitpur,East,2 months ago,100000,3,3,3.0,3,24.0,9,4.0,33333.333333333336
"4 Anna Land For Sale At Chabahil Beside Medicare Hospital. : Land For Sale In Chabahil, Kathmandu","Chabahil Beside Medicare Hospital, Chabahil, Kathmandu",Kathmandu,East,2 months ago,15500000,0,0,3.0,0,0.0,0,4.0,15500000.0
"9.2 Anna Land For Sale At Baluwatar, 1 Kitta Inside From Main Road : Land For Sale In Baluwatar, Kathmandu","Baluwatar Beside Goma Petrol Pump, 1 Kitta Inside from Main Road., Baluwatar, Kathmandu",Kathmandu,East,2 months ago,7500000,0,0,3.0,0,0.0,0,4.0,7500000.0
"House For Sale At Ganeshthan, Chabahil Beside Raprapa Party Office : House For Sale In Chabahil, Kathmandu","Ganeshthan, Chabahil Beside Raprapa Party Office., Chabahil, Kathmandu",Kathmandu,East,2 months ago,60000000,0,0,2.0,3,0.0,18,4.0,60000000.0
"Plotted Land : Land For Sale In Matatirtha, Kathmandu","Nearby Bauthali Chwok., Matatirtha, Kathmandu",Kathmandu,North East,2 months ago,1200000,0,0,3.0,0,0.0,0,4.0,1200000.0
"0-5-0-0 Aana Commercial Land : Land For Sale In Kadaghari, Kathmandu","Nearby Suncity Apartment, Kadaghari, Kathmandu",Kathmandu,North East,2 months ago,2700000,0,0,3.0,0,0.0,2,4.0,2700000.0
"Brand New : House For Sale In Sankhamul, Kathmandu","Nearby Valley Top Driving Center, Sankhamul, Kathmandu",Kathmandu,West,2 months ago,35000000,7,3,2.5,2,0.0,11,4.0,5000000.0
"0-9-0-0 Aana Land : Land For Sale In Kalanki, Kathmandu","Maitrinagar, Kalanki, Kathmandu",Kathmandu,East,2 months ago,3600000,0,0,3.0,0,0.0,5,4.0,3600000.0
"House On Sale At Chabahil (50m Towards Ganeshsthan) ) : House For Sale In Chabahil, Kathmandu","Chabahil, Charumati bihar, Chabahil, Kathmandu",Kathmandu,East,2 months ago,25000000,6,4,4.0,2,25.0,7,4.0,4166666.6666666665
"Beautiful House Sale At Gothatar, Bhaktapur, Nepal : House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,North,2 months ago,15500000,0,0,2.0,0,10.0,4,3.0,15500000.0
"13 Anna Land For Sale At Chabahil Main Road, Inside Ring Road Track. : Land For Sale In Chabahil, Kathmandu","13 Anna Land For Sale At Chabahil Main Road, Inside Ring Road Track., Chabahil, Kathmandu",Kathmandu,East,2 months ago,9500000,0,0,3.0,0,0.0,0,4.0,9500000.0
"House For Sale At Putalisadak Behind Star Mall, Just 100 Meters From Main Road. : House For Sale In Putalisadak, Kathmandu","Putalisadak Behind Star Mall, 100 Meters From Main Road, Putalisadak, Kathmandu",Kathmandu,East,2 months ago,75000000,0,0,5.0,0,0.0,18,4.0,75000000.0
"13 Anna Land At For Sale At Chabahil, Dhobikhola Corridor : Land For Sale In Chabahil, Kathmandu","Chabahil, Dhobikhola Corridor, Chabahil, Kathmandu",Kathmandu,East,2 months ago,3500000,0,0,3.0,0,0.0,0,4.0,3500000.0
"40 Anna Commercial Land For Sale At Nardevi Basantapur, New Road : Land For Sale In Basantapur, Kathmandu","West Of Nardevi Temple At Nardevi, Basantapur, New Road., Basantapur, Kathmandu",Kathmandu,East,2 months ago,7500000,0,0,3.0,0,0.0,0,4.0,7500000.0
"House At Chabahil Beside Pashupati Campus, 100 Meter From Ring Road : House For Sale In Chabahil, Kathmandu","Chabahil Beside Pashupati Campus, 100 Meter From Ring Road, Chabahil, Kathmandu",Kathmandu,East,2 months ago,75000000,0,0,3.0,0,0.0,24,4.0,75000000.0
"8 Anna Land For Sale At Sifal, Chabahil : Land For Sale In Chabahil, Kathmandu","Sifal, Chabahil, Chabahil, Kathmandu",Kathmandu,East,2 months ago,4500000,0,0,3.0,0,0.0,0,4.0,4500000.0
"9 Anna Perfect Residential Land For Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,East,2 months ago,3700000,0,0,3.0,0,0.0,0,4.0,3700000.0
"6 Anna House For Sale At Ratopul : House For Sale In Ratopul, Kathmandu","Ratopul, Ratopul, Kathmandu",Kathmandu,East,2 months ago,39500000,0,0,4.0,3,0.0,20,4.0,39500000.0
